case_id;activity;activity_grouped;activity_to;timestamp;timestamp_to;duration;duration_idle;event_number;activity_duration;duration_at_start;activity_cost;automated;is_rework;is_loop;is_self_loop;is_loop_or_self_loop;user_name;changed_field;changed_from;changed_to
498-1;Erfasse Rechnung;;End;2026-05-25T14:53:01.000Z;2026-05-25T14:53:01.000Z;0;0;6;0;1755828000;0;0;0;0;0;0;null;null;null;null
498-2;Start;;Lege Bestellposition an;2026-05-05T07:09:13.000Z;2026-05-05T07:09:13.000Z;0;0;1;0;0;0;;0;0;0;0;
498-2;Lege Bestellposition an;;Erteile Genehmigung Level 1;2026-05-05T07:09:13.000Z;2026-05-06T12:49:47.000Z;106834000;106834000;2;0;0;0;0;0;0;0;0;Martin Weber;null;null;null
498-2;Erteile Genehmigung Level 1;Erteile Genehmigung;Fordere Genehmigung Level 2 an;2026-05-06T12:49:47.000Z;2026-05-07T14:24:06.000Z;92059000;92059000;3;0;106834000;0;0;0;0;0;0;Thomas Wagner;null;null;null
498-2;Fordere Genehmigung Level 2 an;Fordere Genehmigung an;Erfasse Wareneingang;2026-05-07T14:24:06.000Z;2026-05-13T07:39:41.000Z;494135000;494135000;4;0;198893000;0;0;0;0;0;0;Klaus Weber;null;null;null
498-2;Erfasse Wareneingang;Wareneingang erfasst;Erfasse Rechnung;2026-05-13T07:39:41.000Z;2026-05-25T14:53:01.000Z;1062800000;1062800000;5;0;693028000;0;0;0;0;0;0;Anna Becker;null;null;null
498-2;Erfasse Rechnung;;End;2026-05-25T14:53:01.000Z;2026-05-25T14:53:01.000Z;0;0;6;0;1755828000;0;0;0;0;0;0;null;null;null;null
498-3;Start;;Lege Bestellposition an;2026-05-05T07:09:13.000Z;2026-05-05T07:09:13.000Z;0;0;1;0;0;0;;0;0;0;0;
498-3;Lege Bestellposition an;;Erteile Genehmigung Level 1;2026-05-05T07:09:13.000Z;2026-05-06T12:49:47.000Z;106834000;106834000;2;0;0;0;0;0;0;0;0;Martin Weber;null;null;null
498-3;Erteile Genehmigung Level 1;Erteile Genehmigung;Fordere Genehmigung Level 2 an;2026-05-06T12:49:47.000Z;2026-05-07T14:24:06.000Z;92059000;92059000;3;0;106834000;0;0;0;0;0;0;Thomas Wagner;null;null;null
498-3;Fordere Genehmigung Level 2 an;Fordere Genehmigung an;Lehne Wareneingang ab;2026-05-07T14:24:06.000Z;2026-05-15T12:49:50.000Z;685544000;685544000;4;0;198893000;0;0;0;0;0;0;Klaus Weber;null;null;null
498-3;Lehne Wareneingang ab;Wareneingang erfasst;Erfasse Rechnung;2026-05-15T12:49:50.000Z;2026-05-25T14:53:01.000Z;871391000;871391000;5;0;884437000;0;0;0;0;0;0;Sandra Meyer;null;null;null
498-3;Erfasse Rechnung;;End;2026-05-25T14:53:01.000Z;2026-05-25T14:53:01.000Z;0;0;6;0;1755828000;0;0;0;0;0;0;null;null;null;null
498-4;Start;;Lege Bestellposition an;2026-05-05T07:09:13.000Z;2026-05-05T07:09:13.000Z;0;0;1;0;0;0;;0;0;0;0;
498-4;Lege Bestellposition an;;Ändere Bestellposition: Material;2026-05-05T07:09:13.000Z;2026-05-06T07:09:13.000Z;86400000;86400000;2;0;0;0;0;0;0;0;0;Martin Weber;null;null;null
498-4;Ändere Bestellposition: Material;Ändere Bestellposition;Erteile Genehmigung Level 1;2026-05-06T07:09:13.000Z;2026-05-06T12:49:47.000Z;20434000;20434000;3;0;86400000;0;0;0;0;0;0;Sandra Wagner;Material;87;105
498-4;Erteile Genehmigung Level 1;Erteile Genehmigung;Fordere Genehmigung Level 2 an;2026-05-06T12:49:47.000Z;2026-05-07T14:24:06.000Z;92059000;92059000;4;0;106834000;0;0;0;0;0;0;Thomas Wagner;null;null;null
498-4;Fordere Genehmigung Level 2 an;Fordere Genehmigung an;Lehne Wareneingang ab;2026-05-07T14:24:06.000Z;2026-05-15T07:01:43.000Z;664657000;664657000;5;0;198893000;0;0;0;0;0;0;Klaus Weber;null;null;null
498-4;Lehne Wareneingang ab;Wareneingang erfasst;Erfasse Rechnung;2026-05-15T07:01:43.000Z;2026-05-25T14:53:01.000Z;892278000;892278000;6;0;863550000;0;0;0;0;0;0;Klaus Meyer;null;null;null
498-4;Erfasse Rechnung;;End;2026-05-25T14:53:01.000Z;2026-05-25T14:53:01.000Z;0;0;7;0;1755828000;0;0;0;0;0;0;null;null;null;null
498-5;Start;;Lege Bestellposition an;2026-05-05T07:09:13.000Z;2026-05-05T07:09:13.000Z;0;0;1;0;0;0;;0;0;0;0;
498-5;Lege Bestellposition an;;Erteile Genehmigung Level 1;2026-05-05T07:09:13.000Z;2026-05-06T12:49:47.000Z;106834000;106834000;2;0;0;0;0;0;0;0;0;Martin Weber;null;null;null
498-5;Erteile Genehmigung Level 1;Erteile Genehmigung;Fordere Genehmigung Level 2 an;2026-05-06T12:49:47.000Z;2026-05-07T14:24:06.000Z;92059000;92059000;3;0;106834000;0;0;0;0;0;0;Thomas Wagner;null;null;null
498-5;Fordere Genehmigung Level 2 an;Fordere Genehmigung an;Erfasse Wareneingang;2026-05-07T14:24:06.000Z;2026-05-18T12:33:07.000Z;943741000;943741000;4;0;198893000;0;0;0;0;0;0;Klaus Weber;null;null;null
498-5;Erfasse Wareneingang;Wareneingang erfasst;Erfasse Rechnung;2026-05-18T12:33:07.000Z;2026-05-25T14:53:01.000Z;613194000;613194000;5;0;1142634000;0;0;0;0;0;0;Anna Hoffmann;null;null;null
498-5;Erfasse Rechnung;;End;2026-05-25T14:53:01.000Z;2026-05-25T14:53:01.000Z;0;0;6;0;1755828000;0;0;0;0;0;0;null;null;null;null
499-1;Start;;Lege Bestellposition an;2026-05-07T09:51:29.000Z;2026-05-07T09:51:29.000Z;0;0;1;0;0;0;;0;0;0;0;
499-1;Lege Bestellposition an;;Erteile Genehmigung Level 1;2026-05-07T09:51:29.000Z;2026-05-08T07:40:42.000Z;78553000;78553000;2;0;0;0;0;0;0;0;0;Michael Hoffmann;null;null;null
499-1;Erteile Genehmigung Level 1;Erteile Genehmigung;Fordere Genehmigung Level 2 an;2026-05-08T07:40:42.000Z;2026-05-11T08:22:02.000Z;261680000;261680000;3;0;78553000;0;0;0;0;0;0;Anna Wagner;null;null;null
499-1;Fordere Genehmigung Level 2 an;Fordere Genehmigung an;End;2026-05-11T08:22:02.000Z;2026-05-11T08:22:02.000Z;0;0;4;0;340233000;0;0;0;0;0;0;Klaus Weber;null;null;null
499-2;Start;;Lege Bestellposition an;2026-05-07T09:51:29.000Z;2026-05-07T09:51:29.000Z;0;0;1;0;0;0;;0;0;0;0;
499-2;Lege Bestellposition an;;Erteile Genehmigung Level 1;2026-05-07T09:51:29.000Z;2026-05-08T07:40:42.000Z;78553000;78553000;2;0;0;0;0;0;0;0;0;Michael Hoffmann;null;null;null
499-2;Erteile Genehmigung Level 1;Erteile Genehmigung;Fordere Genehmigung Level 2 an;2026-05-08T07:40:42.000Z;2026-05-11T08:22:02.000Z;261680000;261680000;3;0;78553000;0;0;0;0;0;0;Anna Wagner;null;null;null
499-2;Fordere Genehmigung Level 2 an;Fordere Genehmigung an;End;2026-05-11T08:22:02.000Z;2026-05-11T08:22:02.000Z;0;0;4;0;340233000;0;0;0;0;0;0;Klaus Weber;null;null;null
500-1;Start;;Lege Bestellposition an;2026-05-11T12:55:31.000Z;2026-05-11T12:55:31.000Z;0;0;1;0;0;0;;0;0;0;0;
500-1;Lege Bestellposition an;;Fordere Genehmigung Level 1 an;2026-05-11T12:55:31.000Z;2026-05-12T11:38:10.000Z;81759000;81759000;2;0;0;0;0;0;0;0;0;Stefan Hoffmann;null;null;null
500-1;Fordere Genehmigung Level 1 an;Fordere Genehmigung an;Erfasse Rechnung;2026-05-12T11:38:10.000Z;2026-05-25T07:24:59.000Z;1108009000;1108009000;3;0;81759000;0;0;0;0;0;0;Klaus Weber;null;null;null
500-1;Erfasse Rechnung;;End;2026-05-25T07:24:59.000Z;2026-05-25T07:24:59.000Z;0;0;4;0;1189768000;0;0;0;0;0;0;null;null;null;null
500-2;Start;;Lege Bestellposition an;2026-05-11T12:55:31.000Z;2026-05-11T12:55:31.000Z;0;0;1;0;0;0;;0;0;0;0;
500-2;Lege Bestellposition an;;Fordere Genehmigung Level 1 an;2026-05-11T12:55:31.000Z;2026-05-12T11:38:10.000Z;81759000;81759000;2;0;0;0;0;0;0;0;0;Stefan Hoffmann;null;null;null
500-2;Fordere Genehmigung Level 1 an;Fordere Genehmigung an;Erfasse Rechnung;2026-05-12T11:38:10.000Z;2026-05-25T07:24:59.000Z;1108009000;1108009000;3;0;81759000;0;0;0;0;0;0;Klaus Weber;null;null;null
500-2;Erfasse Rechnung;;End;2026-05-25T07:24:59.000Z;2026-05-25T07:24:59.000Z;0;0;4;0;1189768000;0;0;0;0;0;0;null;null;null;null
500-3;Start;;Lege Bestellposition an;2026-05-11T12:55:31.000Z;2026-05-11T12:55:31.000Z;0;0;1;0;0;0;;0;0;0;0;
500-3;Lege Bestellposition an;;Fordere Genehmigung Level 1 an;2026-05-11T12:55:31.000Z;2026-05-12T11:38:10.000Z;81759000;81759000;2;0;0;0;0;0;0;0;0;Stefan Hoffmann;null;null;null
500-3;Fordere Genehmigung Level 1 an;Fordere Genehmigung an;Erfasse Rechnung;2026-05-12T11:38:10.000Z;2026-05-25T07:24:59.000Z;1108009000;1108009000;3;0;81759000;0;0;0;0;0;0;Klaus Weber;null;null;null
500-3;Erfasse Rechnung;;End;2026-05-25T07:24:59.000Z;2026-05-25T07:24:59.000Z;0;0;4;0;1189768000;0;0;0;0;0;0;null;null;null;null
500-4;Start;;Lege Bestellposition an;2026-05-11T12:55:31.000Z;2026-05-11T12:55:31.000Z;0;0;1;0;0;0;;0;0;0;0;
500-4;Lege Bestellposition an;;Fordere Genehmigung Level 1 an;2026-05-11T12:55:31.000Z;2026-05-12T11:38:10.000Z;81759000;81759000;2;0;0;0;0;0;0;0;0;Stefan Hoffmann;null;null;null
500-4;Fordere Genehmigung Level 1 an;Fordere Genehmigung an;Erfasse Rechnung;2026-05-12T11:38:10.000Z;2026-05-25T07:24:59.000Z;1108009000;1108009000;3;0;81759000;0;0;0;0;0;0;Klaus Weber;null;null;null
500-4;Erfasse Rechnung;;End;2026-05-25T07:24:59.000Z;2026-05-25T07:24:59.000Z;0;0;4;0;1189768000;0;0;0;0;0;0;null;null;null;null
501-1;Start;;Lege Bestellposition an;2026-05-12T10:46:21.000Z;2026-05-12T10:46:21.000Z;0;0;1;0;0;0;;0;0;0;0;
501-1;Lege Bestellposition an;;Lehne Genehmigung Level 1 ab;2026-05-12T10:46:21.000Z;2026-05-13T13:49:09.000Z;97368000;97368000;2;0;0;0;0;0;0;0;0;Thomas Weber;null;null;null
501-1;Lehne Genehmigung Level 1 ab;Lehne Genehmigung ab;Erfasse Wareneingang;2026-05-13T13:49:09.000Z;2026-05-18T11:42:43.000Z;424414000;424414000;3;0;97368000;0;0;0;0;0;0;Anna Weber;null;null;null
501-1;Erfasse Wareneingang;Wareneingang erfasst;Erfasse Rechnung;2026-05-18T11:42:43.000Z;2026-05-25T08:29:14.000Z;593191000;593191000;4;0;521782000;0;0;0;0;0;0;Michael Becker;null;null;null
501-1;Erfasse Rechnung;;Gleiche Rechnung aus;2026-05-25T08:29:14.000Z;2026-05-25T08:29:14.000Z;0;0;5;0;1114973000;0;0;0;0;0;0;null;null;null;null
501-1;Gleiche Rechnung aus;;End;2026-05-25T08:29:14.000Z;2026-05-25T08:29:14.000Z;0;0;6;0;1114973000;0;0;0;0;0;0;null;null;null;null
501-2;Start;;Lege Bestellposition an;2026-05-12T10:46:21.000Z;2026-05-12T10:46:21.000Z;0;0;1;0;0;0;;0;0;0;0;
501-2;Lege Bestellposition an;;Lehne Genehmigung Level 1 ab;2026-05-12T10:46:21.000Z;2026-05-13T13:49:09.000Z;97368000;97368000;2;0;0;0;0;0;0;0;0;Thomas Weber;null;null;null
501-2;Lehne Genehmigung Level 1 ab;Lehne Genehmigung ab;Erfasse Wareneingang;2026-05-13T13:49:09.000Z;2026-05-19T07:12:13.000Z;494584000;494584000;3;0;97368000;0;0;0;0;0;0;Anna Weber;null;null;null
501-2;Erfasse Wareneingang;Wareneingang erfasst;Erfasse Rechnung;2026-05-19T07:12:13.000Z;2026-05-25T08:29:14.000Z;523021000;523021000;4;0;591952000;0;0;0;0;0;0;Michael Schmidt;null;null;null
501-2;Erfasse Rechnung;;Gleiche Rechnung aus;2026-05-25T08:29:14.000Z;2026-05-25T08:29:14.000Z;0;0;5;0;1114973000;0;0;0;0;0;0;null;null;null;null
501-2;Gleiche Rechnung aus;;End;2026-05-25T08:29:14.000Z;2026-05-25T08:29:14.000Z;0;0;6;0;1114973000;0;0;0;0;0;0;null;null;null;null
501-3;Start;;Lege Bestellposition an;2026-05-12T10:46:21.000Z;2026-05-12T10:46:21.000Z;0;0;1;0;0;0;;0;0;0;0;
501-3;Lege Bestellposition an;;Lehne Genehmigung Level 1 ab;2026-05-12T10:46:21.000Z;2026-05-13T13:49:09.000Z;97368000;97368000;2;0;0;0;0;0;0;0;0;Thomas Weber;null;null;null
501-3;Lehne Genehmigung Level 1 ab;Lehne Genehmigung ab;Ändere Bestellposition: Preis;2026-05-13T13:49:09.000Z;2026-05-15T10:46:21.000Z;161832000;161832000;3;0;97368000;0;0;0;0;0;0;Anna Weber;null;null;null
501-3;Ändere Bestellposition: Preis;Ändere Bestellposition;Lehne Wareneingang ab;2026-05-15T10:46:21.000Z;2026-05-19T09:47:28.000Z;342067000;342067000;4;0;259200000;0;0;0;0;0;0;Michael Hoffmann;Price;225.81;158.62
501-3;Lehne Wareneingang ab;Wareneingang erfasst;Erfasse Rechnung;2026-05-19T09:47:28.000Z;2026-05-25T08:29:14.000Z;513706000;513706000;5;0;601267000;0;0;0;0;0;0;Peter Weber;null;null;null
501-3;Erfasse Rechnung;;Gleiche Rechnung aus;2026-05-25T08:29:14.000Z;2026-05-25T08:29:14.000Z;0;0;6;0;1114973000;0;0;0;0;0;0;null;null;null;null
501-3;Gleiche Rechnung aus;;End;2026-05-25T08:29:14.000Z;2026-05-25T08:29:14.000Z;0;0;7;0;1114973000;0;0;0;0;0;0;null;null;null;null
502-1;Start;;Lege Bestellposition an;2026-05-14T10:13:35.000Z;2026-05-14T10:13:35.000Z;0;0;1;0;0;0;;0;0;0;0;
502-1;Lege Bestellposition an;;Fordere Genehmigung Level 1 an;2026-05-14T10:13:35.000Z;2026-05-15T09:35:08.000Z;84093000;84093000;2;0;0;0;0;0;0;0;0;Michael Weber;null;null;null
502-1;Fordere Genehmigung Level 1 an;Fordere Genehmigung an;Lehne Genehmigung Level 2 ab;2026-05-15T09:35:08.000Z;2026-05-18T07:53:03.000Z;253075000;253075000;3;0;84093000;0;0;0;0;0;0;Peter Schmidt;null;null;null
502-1;Lehne Genehmigung Level 2 ab;Lehne Genehmigung ab;Erteile Genehmigung Level 3;2026-05-18T07:53:03.000Z;2026-05-19T09:01:00.000Z;90477000;90477000;4;0;337168000;0;0;0;0;0;0;Klaus Weber;null;null;null
502-1;Erteile Genehmigung Level 3;Erteile Genehmigung;End;2026-05-19T09:01:00.000Z;2026-05-19T09:01:00.000Z;0;0;5;0;427645000;0;0;0;0;0;0;Peter Schmidt;null;null;null
502-2;Start;;Lege Bestellposition an;2026-05-14T10:13:35.000Z;2026-05-14T10:13:35.000Z;0;0;1;0;0;0;;0;0;0;0;
502-2;Lege Bestellposition an;;Fordere Genehmigung Level 1 an;2026-05-14T10:13:35.000Z;2026-05-15T09:35:08.000Z;84093000;84093000;2;0;0;0;0;0;0;0;0;Michael Weber;null;null;null
502-2;Fordere Genehmigung Level 1 an;Fordere Genehmigung an;Lehne Genehmigung Level 2 ab;2026-05-15T09:35:08.000Z;2026-05-18T07:53:03.000Z;253075000;253075000;3;0;84093000;0;0;0;0;0;0;Peter Schmidt;null;null;null
502-2;Lehne Genehmigung Level 2 ab;Lehne Genehmigung ab;Erteile Genehmigung Level 3;2026-05-18T07:53:03.000Z;2026-05-19T09:01:00.000Z;90477000;90477000;4;0;337168000;0;0;0;0;0;0;Klaus Weber;null;null;null
502-2;Erteile Genehmigung Level 3;Erteile Genehmigung;End;2026-05-19T09:01:00.000Z;2026-05-19T09:01:00.000Z;0;0;5;0;427645000;0;0;0;0;0;0;Peter Schmidt;null;null;null
502-3;Start;;Lege Bestellposition an;2026-05-14T10:13:35.000Z;2026-05-14T10:13:35.000Z;0;0;1;0;0;0;;0;0;0;0;
502-3;Lege Bestellposition an;;Fordere Genehmigung Level 1 an;2026-05-14T10:13:35.000Z;2026-05-15T09:35:08.000Z;84093000;84093000;2;0;0;0;0;0;0;0;0;Michael Weber;null;null;null
502-3;Fordere Genehmigung Level 1 an;Fordere Genehmigung an;Lehne Genehmigung Level 2 ab;2026-05-15T09:35:08.000Z;2026-05-18T07:53:03.000Z;253075000;253075000;3;0;84093000;0;0;0;0;0;0;Peter Schmidt;null;null;null
502-3;Lehne Genehmigung Level 2 ab;Lehne Genehmigung ab;Erteile Genehmigung Level 3;2026-05-18T07:53:03.000Z;2026-05-19T09:01:00.000Z;90477000;90477000;4;0;337168000;0;0;0;0;0;0;Klaus Weber;null;null;null
502-3;Erteile Genehmigung Level 3;Erteile Genehmigung;End;2026-05-19T09:01:00.000Z;2026-05-19T09:01:00.000Z;0;0;5;0;427645000;0;0;0;0;0;0;Peter Schmidt;null;null;null
502-4;Start;;Lege Bestellposition an;2026-05-14T10:13:35.000Z;2026-05-14T10:13:35.000Z;0;0;1;0;0;0;;0;0;0;0;
502-4;Lege Bestellposition an;;Fordere Genehmigung Level 1 an;2026-05-14T10:13:35.000Z;2026-05-15T09:35:08.000Z;84093000;84093000;2;0;0;0;0;0;0;0;0;Michael Weber;null;null;null
502-4;Fordere Genehmigung Level 1 an;Fordere Genehmigung an;Lehne Genehmigung Level 2 ab;2026-05-15T09:35:08.000Z;2026-05-18T07:53:03.000Z;253075000;253075000;3;0;84093000;0;0;0;0;0;0;Peter Schmidt;null;null;null
502-4;Lehne Genehmigung Level 2 ab;Lehne Genehmigung ab;Erteile Genehmigung Level 3;2026-05-18T07:53:03.000Z;2026-05-19T09:01:00.000Z;90477000;90477000;4;0;337168000;0;0;0;0;0;0;Klaus Weber;null;null;null
502-4;Erteile Genehmigung Level 3;Erteile Genehmigung;End;2026-05-19T09:01:00.000Z;2026-05-19T09:01:00.000Z;0;0;5;0;427645000;0;0;0;0;0;0;Peter Schmidt;null;null;null
503-1;Start;;Erteile Genehmigung Level 1;2026-05-18T09:22:42.000Z;2026-05-18T09:22:42.000Z;0;0;1;0;0;0;;0;0;0;0;
503-1;Erteile Genehmigung Level 1;Erteile Genehmigung;Lege Bestellposition an;2026-05-18T09:22:42.000Z;2026-05-18T10:59:53.000Z;5831000;5831000;2;0;0;0;0;0;0;0;0;Sandra Schmidt;null;null;null
503-1;Lege Bestellposition an;;Lehne Wareneingang ab;2026-05-18T10:59:53.000Z;2026-05-20T09:10:46.000Z;166253000;166253000;3;0;5831000;0;0;0;0;0;0;Andreas Schneider;null;null;null
503-1;Lehne Wareneingang ab;Wareneingang erfasst;Erfasse Rechnung;2026-05-20T09:10:46.000Z;2026-05-22T10:07:34.000Z;176208000;176208000;4;0;172084000;0;0;0;0;0;0;Sandra Meyer;null;null;null
503-1;Erfasse Rechnung;;End;2026-05-22T10:07:34.000Z;2026-05-22T10:07:34.000Z;0;0;5;0;348292000;0;0;0;0;0;0;null;null;null;null
504-1;Start;;Lehne Genehmigung Level 1 ab;2026-05-21T08:01:15.000Z;2026-05-21T08:01:15.000Z;0;0;1;0;0;0;;0;0;0;0;
504-1;Lehne Genehmigung Level 1 ab;Lehne Genehmigung ab;Lege Bestellposition an;2026-05-21T08:01:15.000Z;2026-05-21T14:37:03.000Z;23748000;23748000;2;0;0;0;0;0;0;0;0;Sandra Schmidt;null;null;null
504-1;Lege Bestellposition an;;End;2026-05-21T14:37:03.000Z;2026-05-21T14:37:03.000Z;0;0;3;0;23748000;0;0;0;0;0;0;Martin Meyer;null;null;null
505-1;Start;;Lehne Genehmigung Level 1 ab;2026-05-25T09:39:35.000Z;2026-05-25T09:39:35.000Z;0;0;1;0;0;0;;0;0;0;0;
505-1;Lehne Genehmigung Level 1 ab;Lehne Genehmigung ab;Lege Bestellposition an;2026-05-25T09:39:35.000Z;2026-05-25T11:12:33.000Z;5578000;5578000;2;0;0;0;0;0;0;0;0;Klaus Meyer;null;null;null
505-1;Lege Bestellposition an;;Erteile Genehmigung Level 2;2026-05-25T11:12:33.000Z;2026-05-26T09:43:15.000Z;81042000;81042000;3;0;5578000;0;0;0;0;0;0;Sandra Mueller;null;null;null
505-1;Erteile Genehmigung Level 2;Erteile Genehmigung;End;2026-05-26T09:43:15.000Z;2026-05-26T09:43:15.000Z;0;0;4;0;86620000;0;0;0;0;0;0;Klaus Meyer;null;null;null
505-2;Start;;Lehne Genehmigung Level 1 ab;2026-05-25T09:39:35.000Z;2026-05-25T09:39:35.000Z;0;0;1;0;0;0;;0;0;0;0;
505-2;Lehne Genehmigung Level 1 ab;Lehne Genehmigung ab;Lege Bestellposition an;2026-05-25T09:39:35.000Z;2026-05-25T11:12:33.000Z;5578000;5578000;2;0;0;0;0;0;0;0;0;Klaus Meyer;null;null;null
505-2;Lege Bestellposition an;;Erteile Genehmigung Level 2;2026-05-25T11:12:33.000Z;2026-05-26T09:43:15.000Z;81042000;81042000;3;0;5578000;0;0;0;0;0;0;Sandra Mueller;null;null;null
505-2;Erteile Genehmigung Level 2;Erteile Genehmigung;End;2026-05-26T09:43:15.000Z;2026-05-26T09:43:15.000Z;0;0;4;0;86620000;0;0;0;0;0;0;Klaus Meyer;null;null;null
506-1;Start;;Lege Bestellposition an;2026-05-26T09:30:06.000Z;2026-05-26T09:30:06.000Z;0;0;1;0;0;0;;0;0;0;0;
506-1;Lege Bestellposition an;;Lehne Genehmigung Level 1 ab;2026-05-26T09:30:06.000Z;2026-05-26T10:15:09.000Z;2703000;2703000;2;0;0;0;0;0;0;0;0;Julia Fischer;null;null;null
506-1;Lehne Genehmigung Level 1 ab;Lehne Genehmigung ab;Erteile Genehmigung Level 2;2026-05-26T10:15:09.000Z;2026-05-26T12:10:38.000Z;6929000;6929000;3;0;2703000;0;0;0;0;0;0;Klaus Weber;null;null;null
506-1;Erteile Genehmigung Level 2;Erteile Genehmigung;Ändere Bestellung: Lieferant;2026-05-26T12:10:38.000Z;2026-05-28T09:30:06.000Z;163168000;163168000;4;0;9632000;0;0;0;0;0;0;Anna Wagner;null;null;null
506-1;Ändere Bestellung: Lieferant;Ändere Bestellung;Ändere Bestellposition: Menge;2026-05-28T09:30:06.000Z;2026-05-28T09:30:06.000Z;0;0;5;0;172800000;0;0;0;0;0;0;Klaus Schmidt;Supplier;57;69
506-1;Ändere Bestellposition: Menge;Ändere Bestellposition;End;2026-05-28T09:30:06.000Z;2026-05-28T09:30:06.000Z;0;0;6;0;172800000;0;0;0;0;0;0;Julia Schulz;Quantity;57;59
506-2;Start;;Lege Bestellposition an;2026-05-26T09:30:06.000Z;2026-05-26T09:30:06.000Z;0;0;1;0;0;0;;0;0;0;0;
506-2;Lege Bestellposition an;;Lehne Genehmigung Level 1 ab;2026-05-26T09:30:06.000Z;2026-05-26T10:15:09.000Z;2703000;2703000;2;0;0;0;0;0;0;0;0;Julia Fischer;null;null;null
506-2;Lehne Genehmigung Level 1 ab;Lehne Genehmigung ab;Erteile Genehmigung Level 2;2026-05-26T10:15:09.000Z;2026-05-26T12:10:38.000Z;6929000;6929000;3;0;2703000;0;0;0;0;0;0;Klaus Weber;null;null;null
506-2;Erteile Genehmigung Level 2;Erteile Genehmigung;Ändere Bestellung: Lieferant;2026-05-26T12:10:38.000Z;2026-05-28T09:30:06.000Z;163168000;163168000;4;0;9632000;0;0;0;0;0;0;Anna Wagner;null;null;null
506-2;Ändere Bestellung: Lieferant;Ändere Bestellung;End;2026-05-28T09:30:06.000Z;2026-05-28T09:30:06.000Z;0;0;5;0;172800000;0;0;0;0;0;0;Klaus Schmidt;Supplier;57;69
506-3;Start;;Lege Bestellposition an;2026-05-26T09:30:06.000Z;2026-05-26T09:30:06.000Z;0;0;1;0;0;0;;0;0;0;0;
506-3;Lege Bestellposition an;;Lehne Genehmigung Level 1 ab;2026-05-26T09:30:06.000Z;2026-05-26T10:15:09.000Z;2703000;2703000;2;0;0;0;0;0;0;0;0;Julia Fischer;null;null;null
506-3;Lehne Genehmigung Level 1 ab;Lehne Genehmigung ab;Erteile Genehmigung Level 2;2026-05-26T10:15:09.000Z;2026-05-26T12:10:38.000Z;6929000;6929000;3;0;2703000;0;0;0;0;0;0;Klaus Weber;null;null;null
506-3;Erteile Genehmigung Level 2;Erteile Genehmigung;Ändere Bestellung: Lieferant;2026-05-26T12:10:38.000Z;2026-05-28T09:30:06.000Z;163168000;163168000;4;0;9632000;0;0;0;0;0;0;Anna Wagner;null;null;null
506-3;Ändere Bestellung: Lieferant;Ändere Bestellung;End;2026-05-28T09:30:06.000Z;2026-05-28T09:30:06.000Z;0;0;5;0;172800000;0;0;0;0;0;0;Klaus Schmidt;Supplier;57;69
507-1;Start;;Lege Bestellposition an;2026-05-28T08:43:52.000Z;2026-05-28T08:43:52.000Z;0;0;1;0;0;0;;0;0;0;0;
507-1;Lege Bestellposition an;;Erteile Genehmigung Level 1;2026-05-28T08:43:52.000Z;2026-05-29T10:46:54.000Z;93782000;93782000;2;0;0;0;0;0;0;0;0;Sandra Becker;null;null;null
507-1;Erteile Genehmigung Level 1;Erteile Genehmigung;End;2026-05-29T10:46:54.000Z;2026-05-29T10:46:54.000Z;0;0;3;0;93782000;0;0;0;0;0;0;Anna Weber;null;null;null
507-2;Start;;Lege Bestellposition an;2026-05-28T08:43:52.000Z;2026-05-28T08:43:52.000Z;0;0;1;0;0;0;;0;0;0;0;
507-2;Lege Bestellposition an;;Erteile Genehmigung Level 1;2026-05-28T08:43:52.000Z;2026-05-29T10:46:54.000Z;93782000;93782000;2;0;0;0;0;0;0;0;0;Sandra Becker;null;null;null
507-2;Erteile Genehmigung Level 1;Erteile Genehmigung;Ändere Bestellposition: Preis;2026-05-29T10:46:54.000Z;2026-05-30T08:43:52.000Z;79018000;79018000;3;0;93782000;0;0;0;0;0;0;Anna Weber;null;null;null
507-2;Ändere Bestellposition: Preis;Ändere Bestellposition;End;2026-05-30T08:43:52.000Z;2026-05-30T08:43:52.000Z;0;0;4;0;172800000;0;0;0;0;0;0;Julia Hoffmann;Price;529.25;220.85
507-3;Start;;Lege Bestellposition an;2026-05-28T08:43:52.000Z;2026-05-28T08:43:52.000Z;0;0;1;0;0;0;;0;0;0;0;
507-3;Lege Bestellposition an;;Ändere Bestellposition: Menge;2026-05-28T08:43:52.000Z;2026-05-29T08:43:52.000Z;86400000;86400000;2;0;0;0;0;0;0;0;0;Sandra Becker;null;null;null
507-3;Ändere Bestellposition: Menge;Ändere Bestellposition;Erteile Genehmigung Level 1;2026-05-29T08:43:52.000Z;2026-05-29T10:46:54.000Z;7382000;7382000;3;0;86400000;0;0;0;0;0;0;Martin Mueller;Quantity;46;39
507-3;Erteile Genehmigung Level 1;Erteile Genehmigung;End;2026-05-29T10:46:54.000Z;2026-05-29T10:46:54.000Z;0;0;4;0;93782000;0;0;0;0;0;0;Anna Weber;null;null;null
507-4;Start;;Lege Bestellposition an;2026-05-28T08:43:52.000Z;2026-05-28T08:43:52.000Z;0;0;1;0;0;0;;0;0;0;0;
507-4;Lege Bestellposition an;;Erteile Genehmigung Level 1;2026-05-28T08:43:52.000Z;2026-05-29T10:46:54.000Z;93782000;93782000;2;0;0;0;0;0;0;0;0;Sandra Becker;null;null;null
